Amount,TransactionType,Location,Hour,Device,IsFraud
34597.34,Merchant Payment,Chennai,5,iOS,0
41794.79,Send Money,Bangalore,17,iOS,0
28987.44,Bill Payment,Kolkata,12,Android,0
49911.44,Bill Payment,Hyderabad,0,Android,0
12245.8,Send Money,Hyderabad,15,iOS,0
2257.76,Merchant Payment,Delhi,4,iOS,0
27938.13,Send Money,Chennai,12,iOS,0
14397.57,Merchant Payment,Hyderabad,16,Android,0
36956.34,Bill Payment,Delhi,1,Android,1
11105.48,Bill Payment,Hyderabad,20,Android,0
32161.95,Bill Payment,Bangalore,22,Android,0
39349.19,Bill Payment,Hyderabad,9,Android,0
29395.22,Send Money,Hyderabad,21,Android,0
19017.98,Bill Payment,Delhi,6,iOS,0
46977.85,Bill Payment,Kolkata,11,Android,0
20727.22,Bill Payment,Delhi,16,Android,0
6201.61,Bill Payment,Hyderabad,20,iOS,0
31076.71,Bill Payment,Mumbai,21,Android,0
10847.54,Send Money,Mumbai,2,Android,0
8101.85,Send Money,Delhi,4,iOS,0
11098.95,Send Money,Bangalore,9,iOS,0
7335.88,Merchant Payment,Hyderabad,21,iOS,0
4431.05,Merchant Payment,Bangalore,9,Android,0
19203.75,Merchant Payment,Delhi,10,Android,0
32442.26,Merchant Payment,Hyderabad,7,Android,0
35222.8,Send Money,Hyderabad,20,iOS,0
7757.71,Send Money,Delhi,19,iOS,0
49969.51,Send Money,Kolkata,13,Android,0
29493.6,Merchant Payment,Bangalore,6,iOS,0
29718.78,Send Money,Kolkata,13,iOS,0
23594.86,Send Money,Chennai,17,Android,0
49331.43,Send Money,Mumbai,20,iOS,0
20919.68,Send Money,Hyderabad,3,iOS,1
7687.36,Merchant Payment,Delhi,2,Android,0
16825.69,Send Money,Hyderabad,16,Android,0
39865.14,Merchant Payment,Kolkata,15,Android,0
27151.66,Send Money,Kolkata,8,Android,0
23461.98,Bill Payment,Delhi,4,Android,0
40978.2,Bill Payment,Chennai,4,iOS,0
30684.14,Send Money,Chennai,19,Android,0
12072.26,Send Money,Kolkata,11,iOS,0
39545.35,Merchant Payment,Mumbai,22,Android,0
23649.63,Bill Payment,Mumbai,19,Android,0
41462.76,Bill Payment,Bangalore,15,Android,0
38723.15,Bill Payment,Hyderabad,15,Android,0
14653.87,Merchant Payment,Bangalore,7,iOS,0
35450.14,Merchant Payment,Delhi,18,Android,0
19668.57,Merchant Payment,Hyderabad,8,Android,0
7073.05,Send Money,Kolkata,9,iOS,0
39497.4,Send Money,Bangalore,9,Android,1
35307.87,Bill Payment,Kolkata,17,Android,0
18992.17,Merchant Payment,Chennai,5,iOS,0
48770.46,Bill Payment,Delhi,4,iOS,0
44329.03,Send Money,Chennai,11,iOS,0
24781.78,Bill Payment,Delhi,11,Android,0
29892.99,Bill Payment,Mumbai,19,Android,0
22307.13,Bill Payment,Hyderabad,21,Android,0
822.69,Merchant Payment,Mumbai,12,iOS,0
45341.29,Bill Payment,Mumbai,15,iOS,0
11105.39,Send Money,Delhi,5,iOS,0
15820.61,Send Money,Bangalore,22,Android,0
43742.41,Merchant Payment,Delhi,4,iOS,0
2383.2,Send Money,Delhi,6,Android,0
47660.66,Send Money,Mumbai,5,iOS,0
33804.19,Send Money,Chennai,13,iOS,1
15096.65,Send Money,Bangalore,16,iOS,0
31625.99,Send Money,Chennai,3,iOS,0
8117.37,Send Money,Chennai,22,Android,0
9658.45,Bill Payment,Delhi,6,Android,0
21345.51,Merchant Payment,Hyderabad,5,Android,0
38053.47,Merchant Payment,Hyderabad,13,Android,0
15173.85,Send Money,Bangalore,14,iOS,0
31978.33,Merchant Payment,Mumbai,0,iOS,0
51.22,Bill Payment,Delhi,3,Android,0
16594.15,Send Money,Kolkata,1,Android,0
49111.71,Merchant Payment,Kolkata,2,Android,0
34535.45,Send Money,Mumbai,5,Android,0
49329.69,Merchant Payment,Delhi,15,iOS,0
2018.68,Merchant Payment,Chennai,3,Android,0
46851.38,Send Money,Chennai,18,Android,0
4036.44,Merchant Payment,Mumbai,22,iOS,0
9759.52,Send Money,Delhi,14,iOS,0
19408.8,Bill Payment,Hyderabad,6,Android,0
38077.77,Merchant Payment,Chennai,7,iOS,0
20841.04,Send Money,Delhi,2,Android,0
17591.6,Merchant Payment,Kolkata,4,iOS,0
37397.6,Bill Payment,Hyderabad,6,Android,0
13719.53,Merchant Payment,Mumbai,12,iOS,0
40393.62,Merchant Payment,Bangalore,23,Android,0
21973.11,Send Money,Mumbai,5,iOS,0
6635.99,Merchant Payment,Delhi,10,Android,0
44913.54,Bill Payment,Chennai,22,iOS,0
27815.36,Bill Payment,Delhi,7,iOS,0
48568.24,Bill Payment,Bangalore,12,Android,0
40202.02,Send Money,Chennai,2,Android,0
3975.05,Merchant Payment,Delhi,3,Android,0
11411.69,Send Money,Kolkata,11,iOS,0
47984.46,Bill Payment,Delhi,7,iOS,0
40992.36,Bill Payment,Bangalore,4,iOS,0
33235.36,Send Money,Mumbai,11,Android,0
31940.16,Bill Payment,Mumbai,0,Android,0
17643.72,Merchant Payment,Chennai,14,iOS,0
48315.18,Merchant Payment,Kolkata,8,Android,0
47126.04,Send Money,Bangalore,11,Android,0
2377.72,Send Money,Delhi,22,Android,0
46670.08,Merchant Payment,Hyderabad,19,iOS,0
3207.99,Merchant Payment,Kolkata,4,Android,0
633.16,Bill Payment,Chennai,23,iOS,0
42345.24,Bill Payment,Mumbai,22,iOS,0
47207.84,Send Money,Chennai,11,Android,0
17573.97,Bill Payment,Hyderabad,8,iOS,0
17013.55,Merchant Payment,Bangalore,17,Android,0
33597.66,Merchant Payment,Mumbai,19,iOS,0
1653.05,Send Money,Kolkata,12,Android,0
17822.31,Bill Payment,Kolkata,13,Android,0
15910.03,Bill Payment,Delhi,4,iOS,0
16522.59,Merchant Payment,Delhi,14,iOS,0
44636.38,Send Money,Kolkata,12,iOS,0
21222.58,Send Money,Hyderabad,14,iOS,0
14344.33,Merchant Payment,Bangalore,3,iOS,0
34265.52,Bill Payment,Kolkata,23,iOS,0
6922.97,Merchant Payment,Delhi,9,iOS,0
46347.25,Send Money,Chennai,20,Android,0
3450.68,Merchant Payment,Bangalore,12,iOS,0
40627.26,Bill Payment,Bangalore,9,Android,0
32945.72,Send Money,Hyderabad,23,iOS,0
11611.7,Bill Payment,Mumbai,10,iOS,0
43039.78,Bill Payment,Delhi,11,iOS,0
26437.83,Send Money,Kolkata,16,iOS,0
28130.78,Bill Payment,Kolkata,4,iOS,0
28101.43,Send Money,Bangalore,23,Android,0
13209.04,Send Money,Mumbai,18,Android,0
16840.17,Merchant Payment,Chennai,0,iOS,0
34597.06,Bill Payment,Hyderabad,19,Android,1
39116.37,Merchant Payment,Delhi,7,iOS,0
22562.78,Merchant Payment,Bangalore,11,Android,0
39653.11,Bill Payment,Bangalore,1,Android,1
21966.22,Bill Payment,Chennai,12,iOS,0
21622.45,Merchant Payment,Bangalore,19,iOS,0
22113.01,Merchant Payment,Mumbai,8,iOS,0
37488.97,Merchant Payment,Delhi,5,iOS,0
29417.55,Send Money,Kolkata,23,iOS,0
40819.69,Merchant Payment,Chennai,5,iOS,0
20707.24,Bill Payment,Bangalore,23,Android,0
28359.8,Bill Payment,Bangalore,17,iOS,0
47954.08,Merchant Payment,Mumbai,14,iOS,0
37771.02,Bill Payment,Kolkata,21,Android,0
26047.65,Merchant Payment,Kolkata,14,Android,0
21621.94,Send Money,Kolkata,16,Android,0
2445.63,Send Money,Mumbai,23,Android,0
39768.22,Send Money,Chennai,14,iOS,0
44440.89,Bill Payment,Hyderabad,17,iOS,0
23552.9,Bill Payment,Kolkata,10,iOS,0
43185.47,Bill Payment,Delhi,15,Android,0
39957.38,Bill Payment,Hyderabad,22,iOS,0
35556.36,Bill Payment,Mumbai,14,iOS,0
40611.41,Merchant Payment,Mumbai,18,Android,0
38099.79,Send Money,Delhi,23,Android,0
19356.99,Merchant Payment,Bangalore,3,Android,0
38289.3,Merchant Payment,Hyderabad,15,Android,0
40037.64,Bill Payment,Mumbai,23,Android,0
40196.1,Send Money,Delhi,1,iOS,0
49883.8,Merchant Payment,Chennai,13,iOS,0
14348.91,Send Money,Mumbai,6,iOS,0
210.12,Send Money,Delhi,12,Android,0
32805.82,Send Money,Hyderabad,9,iOS,0
34729.69,Bill Payment,Bangalore,10,Android,0
31094.35,Send Money,Chennai,5,Android,1
28037.04,Merchant Payment,Delhi,18,iOS,0
5328.37,Merchant Payment,Hyderabad,18,iOS,0
3099.98,Merchant Payment,Mumbai,13,Android,0
13835.83,Send Money,Mumbai,17,iOS,0
37796.33,Bill Payment,Delhi,6,Android,0
14873.5,Send Money,Kolkata,22,Android,0
4155.98,Send Money,Kolkata,12,Android,0
10641.61,Merchant Payment,Bangalore,21,iOS,0
20996.33,Send Money,Bangalore,8,Android,0
18003.03,Bill Payment,Chennai,20,Android,0
43916.95,Send Money,Kolkata,8,iOS,0
36895.48,Send Money,Kolkata,0,Android,0
4736.82,Bill Payment,Bangalore,14,iOS,0
1955.15,Bill Payment,Hyderabad,5,Android,0
21185.03,Send Money,Hyderabad,6,Android,0
44168.43,Send Money,Bangalore,2,iOS,0
7663.49,Send Money,Delhi,15,iOS,0
43381.22,Merchant Payment,Kolkata,4,iOS,1
41619.99,Merchant Payment,Bangalore,9,iOS,0
31917.97,Bill Payment,Chennai,13,iOS,0
39969.74,Merchant Payment,Hyderabad,20,Android,0
46814.56,Merchant Payment,Bangalore,5,iOS,0
48748.39,Send Money,Bangalore,5,iOS,0
10567.57,Send Money,Mumbai,11,iOS,0
35853.8,Send Money,Kolkata,4,iOS,0
4252.07,Bill Payment,Chennai,17,Android,0
17197.36,Send Money,Delhi,11,Android,0
49408.94,Send Money,Bangalore,11,Android,0
39503.59,Bill Payment,Delhi,20,Android,0
46994.21,Merchant Payment,Bangalore,8,iOS,0
24570.26,Merchant Payment,Hyderabad,11,Android,0
4257.89,Merchant Payment,Delhi,11,iOS,0
46393.63,Merchant Payment,Hyderabad,4,Android,0
11085.71,Send Money,Mumbai,16,Android,0
32657.97,Bill Payment,Bangalore,13,iOS,0
788.88,Send Money,Mumbai,6,Android,0
7880.81,Bill Payment,Chennai,10,iOS,0
28392.13,Send Money,Kolkata,20,iOS,0
19519.03,Bill Payment,Mumbai,23,Android,0
38428.16,Bill Payment,Mumbai,10,iOS,0
27253.7,Send Money,Mumbai,6,Android,0
23800.86,Bill Payment,Chennai,10,Android,0
21998.27,Merchant Payment,Kolkata,17,Android,0
34131.16,Bill Payment,Hyderabad,20,iOS,0
25422.12,Merchant Payment,Hyderabad,8,iOS,0
21206.61,Send Money,Kolkata,12,Android,0
11002.3,Merchant Payment,Mumbai,9,Android,0
23503.57,Send Money,Kolkata,19,iOS,0
16212.97,Bill Payment,Mumbai,6,Android,0
18537.71,Send Money,Mumbai,20,Android,1
20621.41,Send Money,Mumbai,4,iOS,0
35876.7,Merchant Payment,Bangalore,12,iOS,1
1975.58,Merchant Payment,Mumbai,13,iOS,0
7131.48,Bill Payment,Bangalore,20,iOS,0
31007.84,Send Money,Mumbai,17,Android,0
7176.07,Merchant Payment,Chennai,17,iOS,0
33428.03,Merchant Payment,Bangalore,2,iOS,0
25570.18,Bill Payment,Chennai,0,iOS,0
15252.52,Bill Payment,Kolkata,9,iOS,0
10899.69,Merchant Payment,Delhi,20,Android,0
28007.27,Bill Payment,Chennai,5,iOS,0
26576.09,Bill Payment,Delhi,18,iOS,0
13184.85,Bill Payment,Delhi,10,iOS,0
3661.33,Send Money,Chennai,22,Android,0
44087.15,Send Money,Chennai,7,Android,0
21276.88,Merchant Payment,Hyderabad,8,iOS,0
29671.07,Merchant Payment,Mumbai,4,iOS,0
15783.68,Send Money,Mumbai,12,iOS,0
4527.04,Bill Payment,Hyderabad,10,Android,0
47692.96,Send Money,Kolkata,13,iOS,0
10123.41,Send Money,Hyderabad,21,Android,0
4376.12,Bill Payment,Mumbai,14,iOS,0
3601.03,Send Money,Mumbai,10,Android,1
48981.29,Bill Payment,Chennai,13,Android,0
716.19,Send Money,Kolkata,16,Android,0
35807.84,Bill Payment,Kolkata,6,iOS,0
9215.12,Bill Payment,Chennai,1,Android,0
13196.66,Send Money,Delhi,23,iOS,0
27417.71,Send Money,Chennai,15,Android,0
11092.64,Send Money,Bangalore,23,Android,0
47345.15,Bill Payment,Chennai,10,iOS,0
25548.75,Bill Payment,Chennai,4,iOS,0
19642.34,Send Money,Chennai,15,iOS,0
22125.06,Merchant Payment,Chennai,12,Android,0
12997.31,Send Money,Bangalore,15,Android,0
47480.66,Merchant Payment,Delhi,4,iOS,0
42484.36,Send Money,Delhi,4,iOS,1
48341.33,Merchant Payment,Chennai,17,Android,0
39459.21,Send Money,Chennai,15,iOS,0
19648.96,Bill Payment,Hyderabad,9,Android,0
20335.84,Bill Payment,Bangalore,10,iOS,0
18479.86,Send Money,Delhi,8,iOS,0
46161.94,Bill Payment,Mumbai,7,iOS,0
5056.55,Merchant Payment,Hyderabad,17,iOS,0
16167.13,Bill Payment,Mumbai,5,iOS,0
14759.06,Bill Payment,Bangalore,14,iOS,0
4783.22,Merchant Payment,Mumbai,23,iOS,0
16087.9,Merchant Payment,Kolkata,14,iOS,0
13401.1,Bill Payment,Bangalore,20,iOS,0
47552.73,Merchant Payment,Hyderabad,13,iOS,1
7636.75,Bill Payment,Chennai,0,Android,0
36559.66,Bill Payment,Mumbai,18,Android,0
1028.22,Bill Payment,Mumbai,2,iOS,0
19530.34,Bill Payment,Chennai,0,Android,0
12767.89,Send Money,Mumbai,1,iOS,0
12506.84,Bill Payment,Delhi,11,Android,0
326.17,Merchant Payment,Mumbai,9,Android,0
26193.88,Send Money,Hyderabad,15,iOS,0
12451.5,Send Money,Kolkata,17,Android,0
48101.1,Merchant Payment,Delhi,4,iOS,0
27782.37,Bill Payment,Hyderabad,8,iOS,0
36290.25,Send Money,Kolkata,18,iOS,1
40343.65,Send Money,Kolkata,15,Android,0
4047.78,Merchant Payment,Kolkata,9,iOS,0
25961.85,Send Money,Mumbai,22,iOS,0
10260.48,Merchant Payment,Kolkata,1,Android,0
37556.55,Send Money,Chennai,5,Android,0
34966.55,Bill Payment,Mumbai,5,Android,0
9284.35,Merchant Payment,Bangalore,1,Android,0
9094.66,Send Money,Chennai,7,Android,0
43638.79,Bill Payment,Kolkata,17,Android,0
48810.28,Send Money,Bangalore,16,iOS,0
8601.75,Bill Payment,Chennai,11,iOS,0
39152.81,Merchant Payment,Mumbai,23,Android,0
13174.48,Merchant Payment,Delhi,10,Android,0
17019.51,Send Money,Mumbai,6,Android,0
3541.83,Send Money,Hyderabad,20,Android,0
47958.94,Merchant Payment,Bangalore,17,Android,0
25596.0,Bill Payment,Bangalore,7,iOS,0
49912.82,Bill Payment,Mumbai,11,iOS,0
2112.9,Bill Payment,Kolkata,12,iOS,0
377.33,Bill Payment,Mumbai,23,iOS,0
7822.14,Merchant Payment,Kolkata,21,Android,0
4226.4,Send Money,Delhi,6,Android,0
20154.11,Bill Payment,Delhi,4,iOS,0
23594.57,Merchant Payment,Delhi,6,iOS,0
6290.0,Bill Payment,Delhi,9,Android,0
26022.56,Merchant Payment,Delhi,21,Android,0
30987.67,Merchant Payment,Chennai,10,iOS,0
41213.7,Bill Payment,Mumbai,21,iOS,0
27552.71,Send Money,Mumbai,7,iOS,0
5097.41,Merchant Payment,Delhi,15,Android,0
3524.85,Send Money,Kolkata,6,Android,0
6380.06,Send Money,Chennai,0,iOS,0
47482.27,Merchant Payment,Bangalore,23,iOS,0
9153.33,Send Money,Chennai,23,iOS,0
34580.79,Merchant Payment,Hyderabad,20,Android,0
12146.52,Bill Payment,Kolkata,18,iOS,0
5915.36,Bill Payment,Chennai,9,iOS,0
14207.45,Send Money,Bangalore,21,iOS,0
8493.15,Merchant Payment,Chennai,10,Android,0
26104.65,Send Money,Delhi,18,Android,0
45764.71,Send Money,Hyderabad,12,Android,0
10058.8,Merchant Payment,Delhi,2,iOS,0
21960.49,Send Money,Bangalore,14,iOS,0
39902.41,Merchant Payment,Hyderabad,18,Android,0
29781.26,Merchant Payment,Bangalore,13,Android,0
18570.31,Send Money,Chennai,15,iOS,0
38763.91,Bill Payment,Kolkata,22,Android,0
15254.73,Send Money,Hyderabad,15,iOS,0
18969.5,Send Money,Hyderabad,13,Android,0
15413.27,Merchant Payment,Chennai,19,iOS,0
28372.35,Merchant Payment,Bangalore,19,Android,0
2053.09,Send Money,Mumbai,6,iOS,0
22908.35,Bill Payment,Bangalore,16,Android,0
42113.69,Merchant Payment,Hyderabad,13,iOS,0
16720.33,Send Money,Chennai,16,iOS,0
21051.38,Bill Payment,Bangalore,15,Android,0
7573.88,Send Money,Bangalore,14,iOS,0
45281.81,Send Money,Mumbai,22,iOS,0
32731.95,Bill Payment,Kolkata,8,Android,1
22965.21,Bill Payment,Kolkata,21,iOS,0
14017.24,Merchant Payment,Delhi,7,Android,0
26250.86,Merchant Payment,Delhi,20,iOS,0
17886.33,Bill Payment,Mumbai,23,Android,0
952.39,Bill Payment,Chennai,16,iOS,0
19879.73,Bill Payment,Kolkata,19,Android,0
29453.47,Bill Payment,Kolkata,18,iOS,0
15022.98,Bill Payment,Kolkata,15,Android,0
4247.89,Bill Payment,Kolkata,13,iOS,0
27898.76,Merchant Payment,Kolkata,1,iOS,0
38532.76,Send Money,Hyderabad,15,iOS,0
4511.85,Bill Payment,Bangalore,0,iOS,0
2442.89,Send Money,Bangalore,4,iOS,0
13751.11,Merchant Payment,Delhi,16,Android,0
3533.77,Merchant Payment,Delhi,11,Android,0
37307.75,Merchant Payment,Hyderabad,20,iOS,0
49507.38,Send Money,Mumbai,23,Android,0
33032.58,Merchant Payment,Delhi,23,Android,0
15179.11,Merchant Payment,Chennai,2,Android,0
9540.23,Merchant Payment,Kolkata,7,Android,0
33898.4,Merchant Payment,Kolkata,15,iOS,0
38455.41,Bill Payment,Bangalore,1,iOS,1
11780.25,Bill Payment,Kolkata,20,iOS,0
48902.36,Bill Payment,Delhi,20,Android,0
31158.03,Merchant Payment,Hyderabad,8,iOS,0
16098.24,Merchant Payment,Kolkata,22,Android,0
43208.29,Send Money,Mumbai,10,iOS,0
14345.84,Send Money,Bangalore,13,iOS,0
10775.7,Merchant Payment,Chennai,15,iOS,0
31146.32,Merchant Payment,Kolkata,6,Android,0
13653.96,Bill Payment,Hyderabad,3,Android,0
2661.09,Bill Payment,Mumbai,20,iOS,0
10041.32,Send Money,Mumbai,2,Android,0
49740.22,Merchant Payment,Delhi,16,Android,0
42222.23,Merchant Payment,Bangalore,13,Android,0
43506.07,Merchant Payment,Mumbai,9,Android,0
34309.6,Merchant Payment,Bangalore,19,Android,0
20431.75,Merchant Payment,Kolkata,15,Android,0
7884.31,Send Money,Kolkata,10,Android,0
7122.73,Send Money,Bangalore,0,Android,0
47206.31,Send Money,Bangalore,22,iOS,1
17400.05,Send Money,Delhi,0,Android,1
23586.47,Send Money,Bangalore,17,iOS,0
33432.59,Bill Payment,Delhi,10,Android,0
48875.52,Bill Payment,Chennai,23,Android,0
14853.97,Send Money,Hyderabad,19,Android,0
39680.95,Send Money,Delhi,11,iOS,0
9697.69,Bill Payment,Bangalore,20,iOS,0
22345.35,Bill Payment,Chennai,4,Android,0
16836.99,Merchant Payment,Delhi,17,Android,0
15829.84,Merchant Payment,Mumbai,9,Android,0
37299.76,Merchant Payment,Delhi,18,Android,0
10479.55,Send Money,Bangalore,0,iOS,0
1831.23,Bill Payment,Hyderabad,12,iOS,0
9841.67,Bill Payment,Mumbai,5,Android,0
27249.13,Bill Payment,Hyderabad,11,iOS,0
25088.08,Bill Payment,Bangalore,20,iOS,0
13631.7,Bill Payment,Mumbai,12,iOS,0
32207.9,Bill Payment,Hyderabad,6,Android,0
3759.17,Bill Payment,Bangalore,11,Android,0
15437.68,Merchant Payment,Kolkata,15,iOS,0
43402.18,Send Money,Chennai,3,iOS,1
24559.18,Send Money,Chennai,19,Android,0
9080.91,Send Money,Bangalore,23,Android,0
21848.23,Send Money,Bangalore,3,Android,1
36486.8,Bill Payment,Chennai,1,iOS,0
25880.09,Merchant Payment,Kolkata,4,iOS,0
805.66,Send Money,Chennai,5,iOS,0
35730.46,Send Money,Bangalore,10,iOS,0
20114.43,Send Money,Kolkata,20,Android,0
29684.72,Send Money,Mumbai,2,iOS,0
41329.13,Send Money,Bangalore,21,Android,0
43947.66,Bill Payment,Hyderabad,10,Android,0
15080.07,Send Money,Mumbai,14,iOS,0
10092.38,Merchant Payment,Mumbai,8,iOS,0
47479.14,Bill Payment,Chennai,12,iOS,0
25274.83,Merchant Payment,Delhi,2,Android,0
5772.39,Send Money,Bangalore,14,Android,0
21676.65,Send Money,Hyderabad,12,iOS,0
27725.44,Send Money,Hyderabad,19,iOS,0
7495.21,Bill Payment,Chennai,22,iOS,0
42274.44,Send Money,Mumbai,19,iOS,1
11258.93,Send Money,Bangalore,23,Android,0
24050.6,Send Money,Kolkata,1,iOS,0
24946.46,Send Money,Kolkata,15,Android,0
28612.44,Merchant Payment,Hyderabad,8,Android,0
6037.67,Bill Payment,Mumbai,5,Android,0
40746.96,Merchant Payment,Mumbai,8,iOS,0
19489.66,Send Money,Chennai,15,Android,0
17074.25,Send Money,Hyderabad,20,Android,0
37888.25,Bill Payment,Hyderabad,20,iOS,0
7695.23,Bill Payment,Kolkata,18,iOS,0
42918.55,Send Money,Delhi,9,iOS,0
40035.58,Bill Payment,Bangalore,1,iOS,0
11398.28,Merchant Payment,Hyderabad,6,Android,0
11841.83,Merchant Payment,Hyderabad,10,Android,0
7945.84,Send Money,Mumbai,16,Android,0
471.85,Bill Payment,Mumbai,0,Android,0
31336.49,Send Money,Delhi,19,Android,0
20604.62,Bill Payment,Hyderabad,1,Android,0
45534.1,Send Money,Hyderabad,18,Android,0
16646.94,Bill Payment,Hyderabad,14,Android,0
353.83,Merchant Payment,Delhi,8,iOS,0
11184.97,Send Money,Kolkata,22,Android,0
10915.28,Bill Payment,Delhi,12,iOS,0
21984.97,Merchant Payment,Chennai,15,iOS,0
11754.93,Bill Payment,Mumbai,14,Android,0
14570.25,Bill Payment,Chennai,20,Android,0
45974.47,Merchant Payment,Hyderabad,8,iOS,0
30463.84,Bill Payment,Bangalore,18,Android,0
382.75,Merchant Payment,Mumbai,20,Android,0
9916.58,Merchant Payment,Chennai,8,Android,0
12044.74,Send Money,Delhi,5,Android,0
49944.59,Send Money,Chennai,14,iOS,1
11283.92,Bill Payment,Bangalore,21,iOS,0
13741.53,Bill Payment,Chennai,1,iOS,0
8439.25,Send Money,Kolkata,17,Android,0
25652.59,Bill Payment,Mumbai,23,Android,0
14723.21,Bill Payment,Delhi,9,Android,0
11173.9,Bill Payment,Bangalore,9,Android,0
8731.36,Bill Payment,Bangalore,9,Android,0
20686.02,Merchant Payment,Kolkata,12,Android,0
20617.41,Merchant Payment,Kolkata,0,Android,1
27785.17,Merchant Payment,Kolkata,0,iOS,0
28167.17,Send Money,Chennai,19,Android,0
22532.48,Send Money,Chennai,20,Android,0
8595.94,Bill Payment,Chennai,10,iOS,0
46320.32,Bill Payment,Chennai,4,iOS,0
31135.26,Send Money,Mumbai,13,Android,0
2102.66,Bill Payment,Mumbai,15,Android,0
14989.35,Send Money,Hyderabad,22,Android,0
25006.81,Send Money,Delhi,12,Android,0
31077.81,Bill Payment,Hyderabad,0,Android,0
41748.87,Merchant Payment,Chennai,1,Android,0
32925.09,Send Money,Kolkata,3,Android,0
196.24,Send Money,Hyderabad,10,iOS,0
49560.09,Merchant Payment,Hyderabad,11,Android,0
36677.2,Bill Payment,Delhi,12,iOS,0
35824.49,Bill Payment,Chennai,20,iOS,0
2434.24,Send Money,Hyderabad,5,Android,0
32898.01,Bill Payment,Hyderabad,13,Android,0
43309.86,Send Money,Chennai,7,iOS,0
30424.75,Merchant Payment,Chennai,4,Android,0
48711.3,Bill Payment,Delhi,16,Android,0
12872.66,Send Money,Kolkata,16,Android,0
995.75,Send Money,Bangalore,23,iOS,0
22564.91,Send Money,Mumbai,20,iOS,0
22442.09,Bill Payment,Hyderabad,5,Android,0
5127.49,Bill Payment,Kolkata,8,Android,0
22119.7,Send Money,Mumbai,22,Android,0
40014.42,Merchant Payment,Delhi,0,Android,0
31349.83,Send Money,Bangalore,17,Android,0
6943.99,Send Money,Mumbai,23,Android,0
32656.65,Bill Payment,Bangalore,1,Android,0
23970.44,Send Money,Bangalore,15,Android,0
43792.07,Bill Payment,Bangalore,23,Android,0
32543.44,Bill Payment,Bangalore,7,Android,0
2496.44,Send Money,Kolkata,17,iOS,0
47817.43,Merchant Payment,Hyderabad,15,iOS,0
37825.88,Bill Payment,Kolkata,22,iOS,0
47880.05,Send Money,Kolkata,7,iOS,0
5623.19,Merchant Payment,Hyderabad,4,iOS,0
16611.74,Bill Payment,Hyderabad,15,iOS,0
29178.84,Merchant Payment,Hyderabad,6,Android,0
27705.43,Bill Payment,Chennai,1,iOS,0
31615.15,Merchant Payment,Hyderabad,0,Android,0
21276.52,Send Money,Kolkata,23,Android,0
19808.99,Send Money,Mumbai,12,iOS,0
4333.34,Bill Payment,Kolkata,19,iOS,0
7328.03,Bill Payment,Delhi,22,iOS,0
38294.38,Merchant Payment,Delhi,6,Android,0
38782.41,Merchant Payment,Chennai,7,iOS,0
16990.79,Send Money,Hyderabad,16,iOS,0
3480.13,Merchant Payment,Chennai,16,iOS,0
45661.67,Merchant Payment,Hyderabad,9,iOS,0
46416.07,Bill Payment,Delhi,15,Android,0
32233.82,Send Money,Kolkata,0,Android,1
47592.1,Bill Payment,Bangalore,5,iOS,0
7275.43,Merchant Payment,Chennai,11,Android,0
34092.65,Send Money,Chennai,7,iOS,0
10963.64,Merchant Payment,Kolkata,19,iOS,0
38957.4,Send Money,Delhi,15,Android,1
28098.27,Bill Payment,Chennai,10,iOS,0
20588.1,Send Money,Delhi,7,Android,0
34094.02,Send Money,Hyderabad,6,Android,0
36470.23,Bill Payment,Mumbai,12,Android,0
13389.76,Merchant Payment,Chennai,2,Android,0
23432.57,Send Money,Mumbai,8,iOS,0
19245.88,Bill Payment,Chennai,23,iOS,0
32303.01,Merchant Payment,Delhi,22,iOS,0
17871.88,Bill Payment,Chennai,0,iOS,0
4601.48,Merchant Payment,Bangalore,12,Android,0
6466.92,Merchant Payment,Mumbai,9,iOS,0
13534.28,Merchant Payment,Bangalore,5,Android,0
302.44,Bill Payment,Hyderabad,0,iOS,0
26524.67,Send Money,Mumbai,4,iOS,0
34268.91,Send Money,Mumbai,15,Android,0
